City ID,City,Country,Date,Max Temp,Clouds,Humidity,Wind Speed,Lat,Lng
346,Chubbuck,US,1601160169,66.2,40,37,32.21,42.92,-112.47
347,Ponta Porã,BR,1601159915,95.0,0,23,4.7,-22.54,-55.73
348,Monywa,MM,1601160169,76.66,95,87,7.43,22.12,95.13
349,Yate,GB,1601160169,51.01,1,75,3.0,51.54,-2.42
350,Yashkino,RU,1601160170,41.0,75,93,4.47,55.87,85.43
351,Saryagash,KZ,1601160170,55.4,54,58,2.24,41.45,69.17
352,Bhadravati,IN,1601160170,70.02,100,88,4.36,13.87,75.72
353,Dongsheng,CN,1601160170,53.67,74,85,18.84,39.82,109.98
354,Kenai,US,1601160171,51.8,90,81,9.75,60.55,-151.26
355,Carutapera,BR,1601160171,77.88,99,80,7.63,-1.2,-46.02
356,Severo-Kuril'sk,RU,1601160171,50.13,93,69,4.54,50.68,156.12
357,Mocuba,MZ,1601160171,77.85,0,38,5.59,-16.84,36.99
358,Lüderitz,NA,1601159581,54.0,0,65,22.21,-26.65,15.16
359,Mnogovershinnyy,RU,1601160172,49.21,8,91,3.94,53.94,139.92
360,Mandalgovi,MN,1601160172,40.5,55,59,10.13,45.76,106.27
361,Christchurch,NZ,1601159374,59.0,12,62,18.34,-43.53,172.63
362,General José Eduvigis Díaz,PY,1601160172,98.6,2,29,5.82,-27.17,-58.42
363,Upata,VE,1601160172,74.08,100,93,3.49,8.01,-62.4
364,Yucaipa,US,1601160000,93.2,5,17,6.93,34.03,-117.04
365,Usta Muhammad,PK,1601160173,78.57,0,28,4.85,28.18,68.04
366,Viedma,AR,1601160173,59.79,100,68,9.13,-40.81,-63.0
367,Diamantino,BR,1601160173,84.42,37,44,3.44,-14.41,-56.45
368,Portland,US,1601159773,70.0,40,60,8.05,45.52,-122.68
369,Stephenville,US,1601160079,86.0,1,45,12.75,32.22,-98.2
